hotel_id,hotel_name,region,address,district
28523186,Nhà nghỉ 5 Elements (5 Elements Hostel),Bình Định,30 nguyễn nhạc,Trung tâm thành phố Quy Nhơn
11427132,Sun&Sea House Homestay,Bình Định,02/1 An Dương Vương,Thành phố biển
9373144,Green Hotel,Bình Định,08 Chuong Duong street,Nguyen Van Cu ward
4415702,Queen Hotel Quy Nhon,Bình Định,46 Do Doc Bao,Thành phố biển
4840629,Khách sạn Thiên Các 2 (Thien Cac 2 Hotel),Bình Định,44 Nguyễn Tư,Trung tâm thành phố Quy Nhơn
2652740,Red Hotel,Bình Định,10 Binh Ha Street,Thành phố biển
33031155,Căn hộ FLC Sea Tower (FLC SEA TOWER - ST APARTMENT),Bình Định,68 V&#245; Thị Yến,Nguyễn Văn Cừ
11023783,NHÀ TRỌ BED STATION QUY NHƠN (BED STATION HOSTEL QUY NHON),Bình Định,03 Nguyễn Thiếp,Trần Phú
22666065,Căn hộ View Biển - Trung Tâm TP (Hanie Apartment),Bình Định,66 VO THI YEN,NGUYEN VAN CU
8734173,Khách Sạn An Ngân Phú (An Ngan Phu Hotel),Bình Định,186 Dien Hong,Quy Nhon
75243970,Khách sạn Hải Sơn (KHÁCH SẠN HẢI SƠN),Bình Định,45 Nguyễn Tư,Trung tâm thành phố Quy Nhơn
50181533,Chiic House 4 - Khách sạn tình yêu (Chiic House 4 - Khach san tinh yeu),Bình Định,52 Hàn Mặc Tử,Trung tâm thành phố Quy Nhơn
5869073,Anantara Quy Nhon Villas,Bình Định,Khu vực Bai Dai,Phường Quy Nhơn Nam
14910733,Khách sạn Bluesea Quy Nhơn (Bluesea Hotel Quy Nhon),Bình Định,02B Tran Doc,Thành phố biển
34144616,Căn hộ Block A - An Phú Thịnh (Can ho Block A - An Phu Thinh),Bình Định,Quy Nhơn,Quy Nhơn (Bình Định)
79593380,Căn hộ - Cô Ba Homestay 2 (Can ho - Co Ba Homestay 2),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
8354077,Khách sạn Anh Thảo (Anh Thao Hotel),Bình Định,171 Can Vuong,Trung tâm thành phố Quy Nhơn
33493768,Khách sạn MIA (MIA Hotel ),Bình Định,193 Nguyễn Huệ,Thành phố biển
31645576,Hồng Gấm Hotel (Hong Gam Hotel),Bình Định,28A Chương Dương,phường Nguyễn Văn Cừ
10953678,HongKong1 Hotel,Bình Định,Le Cong Mien Street - Ghenh Rang Ward - Quy Nhon City - Binh Dinh Province,Trung tâm thành phố Quy Nhơn
51086921,"Căn hộ 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (TMS Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
31735416,FLC Sea Tower Quy Nhơn - Căn hộ Seaview (FLC Sea Tower Quy Nhon - Seaview Apartel),Bình Định,02 Nguyễn Trung Tín,Thành phố biển
12233891,Hoa Cat Hotel,Bình Định,11/3 Ngo May,Thành phố biển
5169625,Khách sạn Hữu Phước (Khach san Huu Phuoc),Bình Định,34/34 An Dương Vương 34/34 An Dương Vương,Thành phố biển
12193105,HATA Hotel Quy Nhon,Bình Định,35 Nguyen Nhac,Trung tâm thành phố Quy Nhơn
22217771,Khách sạn Hoàng Oanh Quy Nhơn (Hoang Oanh Hotel Quy Nhon),Bình Định,2A Tran Doc,Quy Nhon beach City
25134987,Khách sạn Nhơn Lý LYS HOTEL (Khach San Nhon Ly LYS HOTEL),Bình Định,Ly Hoa,Nhon Ly
78546431,Khách sạn Đông Tây Quy Nhơn (Khach san Đong Tay Quy Nhon),Bình Định,402 Xuân Diệu,Thành phố biển
5642208,Khách sạn Lake View Quy Nhơn (Lake View Quy Nhon Hotel),Bình Định,44 Bình Hà,Phường Thị Nại
10238843,Thanh Van Hotel,Bình Định,311-313 Dong Da,Thành phố biển
44883298,Khách sạn Y'S Sea House (Y'S Sea House Hotel),Bình Định,190 Xuân Diệu,Trần Phú
4070083,Confetti House,Bình Định,Hàn Mặc Tử To 1,KV3
2636139,Au Lac Hotel,Bình Định,31A Nguyen Lac,Thành phố biển
63351562,Suri's Homestay,Bình Định,51 đường Trần Độc,Trần Ph
22217810,Khách sạn Hương Biển (Huong Bien Hotel),Bình Định,130 Nguyen Hue,Tran Phu
67325024,Bacada,Bình Định,1g3 Nguyễn Thị Định 11,Trung tâm thành phố Quy Nhơn
63188990,Homestay Bảo Châu - Nhơn Lý (Homestay Bao Chau - Nhon Ly Quy Nhon),Bình Định,No. 28,Street No. 7
68341165,YH3 - FLC Sea Tower Quy Nhơn ( YH3 - FLC Sea Tower Quy Nhon),Bình Định,44 Võ Thị Yến,Nguyễn Văn Cừ
287127,Hoang Yen Hotel 3,Bình Định,Số 376,Đường Xuân Diệu
44616110,luxury t&t hotel,Bình Định,09 Võ Thị Yến,phường Nguyễn Văn Cừ
76905078,AN HẠ HOME,Bình Định,,Nhơn Bình
55271354,Khách sạn Anh Phát (Anh Phát Hotel),Bình Định,Ly Hung,Nhon Ly Anh Phat Guesthouse
40473815,TRI'S Homestay,Bình Định,Thông Lý Hưng Xã Nhơn Lý TP Quy Nhơn Tỉnh Bình Định,Nhơn Lý
1177941,Ly Ky Hotel,Bình Định,368 Xuan Dieu,Thành phố biển
60503600,Khu nghỉ dưỡng Royal Bãi Xép Quy Nhơn (ROYAL RESORT BAI XEP QUY NHON),Bình Định,No. 17,Group 3
15309559,Khách sạn Kadupul (Kadupul Hotel),Bình Định,22 Tran Dang Phong,Thành phố biển
30967544,Căn hộ FLC Sea Tower (FLC Sea Tower Apartment),Bình Định,1 Nguyễn Trung Tín,Thành phố biển
285051,Khách Sạn Ý Linh (Y Linh Hotel),Bình Định,số 18,đường Nguyễn Huệ
27837684,Khách sạn Misa (Khach san Misa),Bình Định,102 Tây Sơn,Trung tâm thành phố Quy Nhơn
41656161,"Căn hộ 70 m² 2 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (TYE APARTMENT - TMS Pullman Quy Nhon)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
22235366,Cát Homestay (Cat Homestay),Bình Định,316 Xuân Diệu,Thành phố biển
50957499,JOYCE HOUSE,Bình Định,14 Phan Đăng Lưu,Thành phố biển
37034350,Khách sạn DEZON (DEZON HOTEL),Bình Định,79 Chương Dương,Trung tâm thành phố Quy Nhơn
4934892,Ly Ky Hotel 2,Bình Định,43 Nguyen Lac,Thành phố biển
80351761,"m² 1 phòng ngủ, 3 phòng tắm riêng ở Thành phố biển (Dâu Homestay Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
41592461,"Nhà riêng 66 m² 2 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (HomeStaytune 5 - Chill Apartment)",Bình Định,Trung tâm thành phố Quy Nhơn,Quy Nhơn (Bình Định)
27823082,Căn hộ Dịch vụ Altara Quy Nhơn (Altara Serviced Residences Quy Nhon),Bình Định,76 Trần Hưng Đạo,Thành phố biển
32406728,Eo Gió Motel (Eo Gio Motel),Bình Định,134-134a chợ nhơn lý nhơn lý,Nhơn Lý
5180707,Flora Quy Nhon Hotel,Bình Định,27 Chương Dương,Thành phố biển
70409036,Khách sạn Tấn Đạt Quy Nhơn (Tấn Đạt Hotel Quy Nhơn),Bình Định,8 Trần Văn Ơn,Nguyễn Văn Cừ
64393779,TMS Quy Nhơn (TMS Quy Nhon),Bình Định,28 Nguyễn Huệ,Thành phố biển
45874598,"Căn hộ Altara 2 phòng ngủ, 2 toilet, đầy đủ nội thất (Căn Altara 2 phòng ngủ, 2 toilet, full nội thất)",Bình Định,76 Trần Hưng Đạo,Altara Recidences
28445756,Khách sạn Minh Khuê (Minh Khue Hotel),Bình Định,Nguyễn Lạc 57,Thành phố biển
21904449,NHÀ TUI Share Quy Nhơn (NHA TUI Share Quy Nhon),Bình Định,52 Trần An Tư,Trung tâm thành phố Quy Nhơn
72814524,Đào Hoa Luxury (Đao Hoa Luxury),Bình Định,30 Trần Anh Tông,Trung tâm thành phố Quy Nhơn
24114829,FLC Sea Tower Quy Nhơn – Căn hộ Thanh lịch (FLC Sea Tower Quy Nhon - The Elegant Apartment),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
54965633,Khách sạn Kim Ngân,Bình Định,71 Trần Anh Tông 71 Trần Anh Tông,Trung tâm thành phố Quy Nhơn
34414608,VV House & Cafe Quy Nhon Homestay,Bình Định,41 Nguyễn Tư,Trung tâm thành phố Quy Nhơn
36926804,"Căn hộ 110 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (FLC SEA TOWER QUY NHON - INDOCHINE HOUSE)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
32275093,TMS Quy Nhơn Luxury homestay (TMS Quy Nhơn Luxury Homestay),Bình Định,28 Nguyễn Huệ,Căn hộ TMS LUXURY HOTEL & RESIDENCES Quy Nhơn
49381275,Căn hộ cao cấp FLC Quy Nhơn (FLC Luxury Apartment Quy Nhon),Bình Định,44 Vo Thi Yen,Thành phố biển
59886967,FLC Sea Tower Quy Nhơn 44 Võ Thị Yến ban công view biển (FLC SEA TOWER QUY NHON 44 Võ Thi Yến ban cong view bien),Bình Định,04 Nguyễn Trung T n,Thành phố biển
16208917,Sơn Hà Hotel (Son Ha Hotel),Bình Định,Lô 12,khu BB2 Khu đô thị xanh Vũng Chua
32213655,FLC Sea Tower Quy Nhơn - Charming House (FLC Sea Tower Quy Nhon - Charming House),Bình Định,40 Võ Thị Yến,Thành phố biển
5167594,Hoàng Hưng Hotel (Hoang Hung Hotel),Bình Định,51 Nguyen Lac Street,Tran Phu Ward
37212437,FLC Sea Tower Ocean View Quy Nhon,Bình Định,Nguyễn Trung Tín,Thành phố biển
37014105,"Nhà riêng 120 m² 3 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (KIM căn hộ khách sạn 3pn view biển )",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
19866378,"Nhà riêng 20 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Phòng Đơn xinh xắn )",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
36434229,TMS Quy Nhơn - Lee Xinh,Bình Định,28 Nguyễn Huệ,Thành phố biển
31181070,"Căn hộ cao cấp 2 phòng ngủ Altara Quy Nhơn tầng cao, view biển - MARIS Condotel (Can ho cao cap 2 phong ngu Altara Quy Nhon tang cao, view bien - MARIS Condotel)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
37845372,FLC SEA TOWER Quy Nhơn Apartment - XP Căn Hộ Hướng Biển (FLC SEA TOWER Quy Nhon Apartment - XP Can Ho Huong Bien),Bình Định,66 Võ Thị Yến,Thành phố biển
46373098,Căn hộ du lịch TMS 5 sao (Can ho du lich TMS 5 sao),Bình Định,28 Nguyễn Huệ Tầng 25,căn 31
23172207,"Căn hộ 67 m² 2 phòng ngủ, 1 phòng tắm riêng ở Quy Nhơn (Căn hộ Cao Cấp An Phú Thịnh Garden Tower)",Bình Định,Vo Nguyen Giap,Chung cư An Phú Thịnh Garden Tower
64197143,FLC SeaTower Quy Nhơn (FLC SeaTower Quy Nhon),Bình Định,No. 60,Vo Thi Yen
24084233,"Condotel TMS HOÀNG GIA VIEW BIỂN, TÒA NHÀ CAO NHẤT QUY NHƠN (Condotel TMS HOANG GIA VIEW BIEN, TOA NHA CAO NHAT QUY NHON)",Bình Định,28 Đường Nguyễn Huệ 28 Nguyễn Huệ,thành phố Quy Nhơn
7475500,Song Suối homestay (Song Suoi Homestay),Bình Định,18 Hai Thuong Lan Ong,Thành phố biển
35151542,Abalone House Quy Nhơn,Bình Định,3/16 Ngô Mây,Trung tâm thành phố Quy Nhơn
71700639,Nhà Ann – Căn hộ trước bãi biển – Tháp TMS (Ann House - Beach Front Apartment - TMS Tower),Bình Định,26 Nguyễn Huệ,Phường Lê Lợi
2259164,King Hotel.,Bình Định,68 Han Mac Tu,Trung tâm thành phố Quy Nhơn
66501175,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (TMS PULLMAN HOTEL, CĂN HỘ TRỰC DIỆN BIỂN)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
67471075,TMS Quy Nhon - Rosella Apartment,Bình Định,28 Nguyễn Huệ,Thành phố biển
37728691,"Nhà riêng 46 m² 14 phòng ngủ, 14 phòng tắm riêng ở Thành phố biển (Thanh Tùng Hotel)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
79262073,FLC Sea Tower Quy Nhơn -View Biển (FLC Sea Tower Quy Nhon -View Bien),Bình Định,49 Võ Thị Yến,Thành phố biển
34426064,"Căn hộ 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (Maison de Rose Homestay)",Bình Định,388 Nguyễn Thái Học,809
14627961,SALAH HOTEL,Bình Định,09 Lê Lai,Ngô Mây
66720806,"Căn hộ cao cấp 2 phòng ngủ, 1 phòng khách (Can ho cao cap 2 phong ngu, 1 phong khach)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
39457406,Mango House Retreat Quy Nhon,Bình Định,Nhơn Lý,Quy Nhơn (Bình Định)
38588862,"Nhà riêng 400 m² 8 phòng ngủ, 8 phòng tắm riêng ở Quy Nhơn (Denny Homestay)",Bình Định,Denny Homestay,Dai Phu Gia Urban Area
78326452,Rex Hotel Binh Dinh - by BAY LUXURY,Bình Định,02 Can Vuong,Trạm xe buýt
63423570,Căn hộ Du lịch Cho Nữ thuê Ở AN PHÚ THỊNH QUY NHƠN giá rẻ (Can ho Du lich Cho Nu thue O AN PHU THINH QUY NHON gia re),Bình Định,Quy Nhơn,Quy Nhơn (Bình Định)
55942102,Sunny homestay (Sunny Homestay Quy Nhơn),Bình Định,34 Trần Thị Lý,Ghềnh Ráng
31188036,Khách sạn Diễm My (Hotel Diem My),Bình Định,100 QL19B Phù Cát,Trạm xe buýt
52248567,Khách sạn Khải Hoàn (Khach san Khai Hoan),Bình Định,02 Nguyễn Tư,Trung tâm thành phố Quy Nhơn
51655890,FLC Sea Tower Quy Nhơn Condotel Sea View,Bình Định,44 Võ Thị Yến,TT. Bình Định
38667013,Căn hộ khách sạn gần biển TMS Luxury Quy Nhơn - Hanna House (Can ho khach san gan bien TMS Luxury Quy Nhon - Hanna House),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
36782101,Tony Apartment -FLC Sea Tower Quy Nhon,Bình Định,40 Võ Thị Yến,Thành phố biển
79291811,Thien Hai Home,Bình Định,328 Xuân Diệu,Thành phố biển
34404807,"Căn hộ 60 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Căn Hộ View biển TMS Qui Nhơn)",Bình Định,Trung tâm thành phố Quy Nhơn,Quy Nhơn (Bình Định)
548583,Hung Dong Hotel,Bình Định,11 Tây Sơn,P. Ghềnh Ráng
31607760,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Altara Quy Nhơn-Premium Beach Apartment |High view)",Bình Định,76 Trần Hưng Đạo,Chung cư cao cấp Altara - Tầng 12. Căn hộ 12.12
23698993,TMS Residences Quy Nhơn - Official,Bình Định,28 Nguyen Hue,Phuong Quy Nhon
36826230,"Căn hộ 110 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (Căn Hộ Flc Sea Tower 3PN_Tuyền )",Bình Định,Trung tâm thành phố Quy Nhơn,Quy Nhơn (Bình Định)
37656762,FLC SEA TOWER QUY NHON APARTMENT,Bình Định,Nguyễn Trung Tín,FLC SEA TOWER QUY NHON
71447340,Kaze Home Nhon Ly,Bình Định,Ky Co Nhon Ly Summer House,Nhơn Lý
50518251,"Căn hộ 1700 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Căn Hộ Altara Residences Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
35068468,"Căn hộ 80 m² 3 phòng ngủ, 2 phòng tắm riêng ở Quy Nhơn (PA house)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
37197113,Cá House (Ca House),Bình Định,17 Phan Bội Châu,Thành phố biển
37555079,Lyly's House - Altara Quy Nhơn - Căn hộ view biển 2 phòng ngủ (Lyly's House - Altara Quy Nhon - Can ho view bien 2 phong ngu),Bình Định,76 Trần Hưng Đạo,Thành phố biển
65964651,Quy Nhon FLC seatower cosy apartment,Bình Định,66 Võ Thị Yến,Thành phố biển
37711121,FLC Sea Tower Quy Nhon - 1514 (FLC Sea Tower Quy Nhơn - 1514),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
6518274,Kim Hoa Hotel,Bình Định,03 Nguyen Nhu Do,( so cu 34/3 An Duong vuong)
30996987,"Căn hộ 47 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (TMS RUSTIC BEACH)",Bình Định,28 Đường Nguyễn Huệ,TMS - tang 8 - Rustic Beach
65481921,FLC QUY NHƠN-Khách Sạn View Biển-Hồ Bơi 4 Mùa-Minh Apartment (FLC QUY NHON-Khach San View Bien-Ho Boi 4 Mua-Minh Apartment),Bình Định,Nguyễn Trung Tín,Thành phố biển
66681991,Quy Nhon TMS cosy apartment,Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
21826617,"Căn hộ 65 m² 2 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Căn hộ Studio ban công view biển TMS (Golden Wave))",Bình Định,28 Nguyen Hue,Le Loi Ward
59799226,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Căn hộ du lịch biển TMS )",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
39604990,"Căn hộ 400 m² 1 phòng ngủ, 1 phòng tắm riêng ở Quy Nhơn (MyTran Homestay-HauLoan)",Bình Định,Quy Nhơn,Quy Nhơn (Bình Định)
72814204,Căn hộ Quy Nhơn altara Ali (Can ho Quy Nhon altara Ali),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
33840154,Khách sạn Vương Quốc 3 (Vương Quốc 3 Hotel),Bình Định,18 Ngô Văn Sở,8 tầng
9362300,"Nhà mặt đất 65 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (BBnB Home Quy Nhon)",Bình Định,8 - 10 Nguyen Cang,Phuong Nguyen Van Cu
38787520,Bãi Xếp Beach (Bai Xep Beach),Bình Định,Tổ 3,khu vực 1 Phường Ghềnh Ráng
39936245,Căn hộ Altara Quy Nhơn - trung tâm thành phố - giáp biển (Can ho Altara Quy Nhon - trung tam thanh pho - giap bien),Bình Định,76 Trần Hưng Đạo,Thành phố biển
32355416,"Căn hộ 71 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (An Nhiên Apartment Căn hộ cao cấp Altara Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
52285632,TMS Quy Nhơn - HupaSeaRest,Bình Định,28 Nguyễn Huệ,Thành phố biển
23087118,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (FLC sea tower Quy Nhon - Kizz House)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
35308672,Căn hộ khách sạn FLC Sea Tower Quy Nhơn Seaview (FLC Sea Tower Quy Nhon Seaview Condotel),Bình Định,Nguyễn Trung Tín,flc sea tower
78975271,Căn hộ TMS OCEAN PANORAMA ( TMS OCEAN PANORAMA - Quy Nhơn Apartment ),Bình Định,28 Nguyễn Huệ,Phường Lê Lợi
34404067,Căn hộ Sea View - Altara Quy Nhơn (Sea View Apartment - Altara Quy Nhon),Bình Định,76 Trần Hưng Đạo,Thành phố biển
70957009,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Altara residences Quy Nhon- view biển)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
69799137,"Nhà riêng m² 3 phòng ngủ, 2 phòng tắm riêng ở Nhơn Lý (Home SÂU)",Bình Định,Nhơn Lý,Quy Nhơn (Bình Định)
78275123,"m² 5 phòng ngủ, 5 phòng tắm riêng ở Thành phố biển (Homestay mi House quy nhon)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
36924743,FLC SEA TOWER QUY NHON - JAPANDI HOUSE,Bình Định,2 Nguyễn Trung Tín,FLC Sea Tower Quy Nhơn
51984745,Wins House - FLC Sea Tower Quy Nhon,Bình Định,44 Võ Thị Yến,TT. Bình Định
78342792,Moon Light Hotel Quy Nhon by BAYLUXURY,Bình Định,26 Nguyen Viet Xuan,Trung tâm thành phố Quy Nhơn
61725966,Khách sạn H Quy Nhơn (H Hotel Quy Nhơn),Bình Định,105A Trần Hưng Đạo,Hải Cảng
77215749,Căn Hộ FLC SEA TOWER Quy Nhơn View Biển Giá Rẻ (Can Ho FLC SEA TOWER Quy Nhon View Bien Gia Re),Bình Định,44e Võ Thị Yến,Thành phố biển
33951936,Căn hộ studio 46 m² có 1 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (FLC SKY BEACH QUY NHON),Bình Định,Nguyễn Trung Tín,Thành phố biển
31431505,"Căn hộ 95 m² 3 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (BBnB Home RESIDENCE (Sai Gon))",Bình Định,Lê Đức Thọ,Căn 19.03
67846880,FLC Sea Tower Quy Nhơn-Khách Sạn 5 Sao Mặt Biển-Hồ Bơi Bốn Mùa-TT Apartment (FLC Sea Tower Quy Nhon-Khach San 5 Sao Mat Bien-Ho Boi Bon Mua-TT Apartment),Bình Định,2 Nguyễn Trung Tín 29,Thành phố biển
36928989,"Căn hộ 110 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (FLC SEA TOWER QUY NHON - COLOR HOUSE)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
25116480,Khách sạn Century Palace (Century Palace Hotel),Bình Định,2 Phan Dinh Phung,Binh Dinh
6873795,Khách sạn Anh Vy (Anh Vy Hotel),Bình Định,08 An Dương Vương,thành phố Quy Nhơn
68415436,SÓNG Coffee & Homestay (SONG Coffee & Homestay),Bình Định,Nhơn Hải,Nhơn Hải
69127458,Nhà Nghỉ Phát Lợi (Nha Nghi Phat Loi),Bình Định,Phát Lợi Hotel 4 tầng,5 phòng
41605947,Ánh Dương (Anh Duong),Bình Định,Xa Nhơn Hải Quy Nhơn Bình Định,Nhơn Hải
79081787,Khách sạn Sơn Hà Quy Nhơn (SƠN HÀ HOTEL QUY NHƠN),Bình Định,12 TRẦN HOÀN QUY NHƠN NAM GIA LAI,Trung tâm thành phố Quy Nhơn
76583795,"Nhà riêng 25 m² 2 phòng ngủ, 1 phòng tắm riêng ở Trạm xe buýt (minh tandsf)",Bình Định,Trạm xe buýt,Quy Nhơn (Bình Định)
33882988,"Căn hộ 106 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (FLC SEA TOWER CONDOTEL - FLC Sea Tower Jasmine)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
15635334,Trieu Hoang Hotel,Bình Định,37 Chương Dương,Thành phố biển
32700892,"Căn hộ 47 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (Unnamed property)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
80606377,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Homestay Dâu Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
80156755,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Beachfront Studio Balcony|TMS Quy Nhon Hupasearest)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
66720033,"Căn hộ nguyên căn 2 phòng ngủ, 1 phòng khách (Can ho nguyen can 2 phong ngu, 1 phong khach)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
36895103,Xuân Hải Complex-Hotel (Xuan Hai Complex-Hotel),Bình Định,Xuân Hải Thôn 4,Bãi Dài
64279350,My Hotel Quy Nhơn (My Hotel Quy Nhon),Bình Định,8/1 An Dương Vương,Thành phố biển
32194319,"Căn hộ 60 m² 2 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (TMS Quy Nhon - Panoramic beach view 2BRs apartment)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
80165738,FLC Sea Tower - View Biển Quy Nhon (FLC Sea Tower - View Bien Quy Nhon),Bình Định,42d Võ Thị Yến,Thành phố biển
34164635,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Căn hộ TMS PullMan Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
80156762,"Căn hộ m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Seafront Studio w/Balcony|TMS Quy Nhon Hupasearest)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
52220486,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (FLC Sea Tower 2 Phòng Ngủ View Biển)",Bình Định,44 Võ Thị Yến,Phường Nguyễn Văn Cừ
23172137,"Căn hộ studio 47 m² có 1 phòng tắm riêng ở Thành phố biển (Condotel TMS Quy Nhon, Phong Cách Hoàng Gia)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
23147309,Căn hộ studio 47 m² có 1 phòng tắm riêng ở Thành phố biển (TMS Luxury Homestay Direct Ocean View 1 King bed),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
78928199,Kim Thảo Homestay (Kim Thao Homestay),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
32886162,Your Home,Bình Định,8 Tong Phuoc Pho,Trung tâm thành phố Quy Nhơn
60012111,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Căn Hộ Biển Altara Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
39633312,"Căn hộ 71 m² 3 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Cho thuê căn hộ chuẩn khách sạn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
44504126,"Căn hộ 65 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Căn hộ cao cấp 2 PN Altara Quy Nhơn, view biển)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
41438381,"Nhà riêng 118 m² 3 phòng ngủ, 2 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (Căn hộ cho thuê FLC SeaTower Qui Nhơn HH)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
68611267,MầM Homestay (MaM Homestay),Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
61013937,Khách sạn Kinh Bắc Quy Nhơn (Kinh Bac Hotel Quy Nhon),Bình Định,1120 ui vang,Bãi Dài
46006621,"Căn hộ 70 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Quy Nhơn (Căn hộ studio )",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
31473405,"Căn hộ 46 m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Căn Hộ Khách Sạn FLC Sea TowerQuy Nhơn-ND Condotel)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
80156754,"Nhà riêng m² 1 phòng ngủ, 1 phòng tắm riêng ở Thành phố biển (Luxury Seaview w/Balcony| TMS Quy Nhon Hupasearest)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
43194564,"Căn hộ 1000 m² 2 phòng ngủ, 2 phòng tắm riêng ở Thành phố biển (Căn Hộ Altara Quy Nhơn)",Bình Định,Thành phố biển,Quy Nhơn (Bình Định)
