room_type_id,room_amenities
3201,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cửa sổ', 'type': None}, {'amenity': 'tầng trệt', 'type': 'ground-floor'}, {'amenity': '32 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3202,"[{'amenity': 'Hướng Đường phố', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 2 bé (0-12 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3203,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3204,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3205,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Cửa sổ', 'type': None}, {'amenity': 'tầng thấp', 'type': 'low-floor'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3206,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3207,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '32 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường lớn hoặc 2 giường đơn', 'type': 'bed'}]"
3208,"[{'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Trà miễn phí', 'type': 'complimentary-tea'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Cửa sổ', 'type': None}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3209,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '22 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3210,"[{'amenity': 'Hướng Đường phố', 'type': 'views'}, {'amenity': '4 phòng tắm', 'type': 'bathrooms'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '10 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}]"
3211,"[{'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Máy pha trà/cà phê', 'type': 'coffee-tea-maker'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Đồ gỗ ngoài trời', 'type': 'confirmation-instant'}, {'amenity': 'Phòng thay đồ', 'type': 'dressing-room'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3212,"[{'amenity': 'Hướng Sông', 'type': 'views'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-7 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '2 giường đơn hoặc 1 giường đôi lớn', 'type': 'bed'}]"
3213,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '27 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '2 giường đơn hoặc 1 giường đôi lớn', 'type': 'bed'}]"
3214,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': None}, {'amenity': 'tầng thấp', 'type': 'low-floor'}, {'amenity': 'Tủ quần áo', 'type': 'closet'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': '22 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-1 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường đôi nhỏ', 'type': 'bed'}]"
3215,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': '15 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3216,"[{'amenity': 'Hướng Đường phố', 'type': 'views'}, {'amenity': 'vào suối nước nóng', 'type': 'hot-spring-access'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ có thể mở ra', 'type': None}, {'amenity': '23 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3217,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Ban công/sân hiên', 'type': 'balcony-terrace'}, {'amenity': 'Cửa sổ', 'type': None}, {'amenity': '15 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3218,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Máy pha trà/cà phê', 'type': 'coffee-tea-maker'}, {'amenity': '45 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '2 giường đơn', 'type': 'bed'}]"
3219,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': 'tầng thấp', 'type': 'low-floor'}, {'amenity': '19 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3220,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Truy cập Internet - không dây', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Trà miễn phí', 'type': 'complimentary-tea'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '35 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 6 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3221,"[{'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3222,"[{'amenity': 'Hướng Vườn', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 4 người lớn', 'type': None}, {'amenity': '2 giường đôi lớn', 'type': 'bed'}]"
3223,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3224,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3225,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3226,"[{'amenity': 'Hướng Đường phố', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '28 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường đơn và 1 giường đôi', 'type': 'bed'}]"
3227,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Cửa sổ', 'type': None}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3228,"[{'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': 'Ấm nước', 'type': 'confirmation-instant'}, {'amenity': 'Cửa sổ', 'type': None}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3229,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Đồ dùng cho giấc ngủ thoải mái', 'type': 'confirmation-instant'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Cà phê hòa tan miễn phí', 'type': 'complimentary-instant-coffee'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường lớn', 'type': 'bed'}]"
3230,"[{'amenity': '15 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}]"
3231,"[{'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Không hút thuốc', 'type': 'non-smoking-room'}, {'amenity': 'Điều hòa cá nhân', 'type': 'air-conditioning'}, {'amenity': '13 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3232,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Trái cây/đồ ăn vặt', 'type': 'confirmation-instant'}, {'amenity': 'Nước đóng chai miễn phí', 'type': 'complimentary-bottled-water'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3233,"[{'amenity': 'Hướng Không có cửa sổ', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Rèm che ánh sáng', 'type': 'blackout-curtains'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3234,"[{'amenity': 'Hướng Ngoài trời', 'type': 'views'}, {'amenity': 'Ấm nước điện', 'type': 'confirmation-instant'}, {'amenity': 'Bồn tắm', 'type': 'bathtub'}, {'amenity': 'phòng tắm riêng', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Vòi sen', 'type': 'shower'}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Điều hòa', 'type': 'air-conditioning'}, {'amenity': 'Tủ lạnh nhỏ trong phòng', 'type': 'refrigerator'}, {'amenity': 'Tủ lạnh', 'type': 'refrigerator'}, {'amenity': '25 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn, 1 bé (0-5 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '1 giường đôi lớn', 'type': 'bed'}]"
3235,"[{'amenity': 'Hướng Sân trong', 'type': 'views'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Quyền sử dụng spa miễn phí', 'type': None}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': 'Rượu', 'type': 'confirmation-instant'}, {'amenity': '20 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 2 người lớn', 'type': None}, {'amenity': '1 giường đôi', 'type': 'bed'}]"
3236,"[{'amenity': 'Hướng Thành phố', 'type': 'views'}, {'amenity': 'Bồn tắm/vòi sen riêng', 'type': 'bathtub'}, {'amenity': 'Phòng tắm chung', 'type': 'bathrooms'}, {'amenity': 'Máy sấy tóc', 'type': 'hair-dryer'}, {'amenity': 'Phòng tắm đứng', 'type': 'bathrooms'}, {'amenity': 'Lối vào bãi biển riêng', 'type': 'confirmation-instant'}, {'amenity': 'Quyền sử dụng spa miễn phí', 'type': None}, {'amenity': 'Wi-Fi [miễn phí]', 'type': 'wifi'}, {'amenity': 'Được vào phòng chờ Thương Gia', 'type': 'views'}, {'amenity': 'Chăn điện', 'type': 'electric-blanket'}, {'amenity': '30 m²', 'type': 'sqm'}, {'amenity': 'Tối đa 3 người lớn, 1 bé (0-12 tuổi) ở MIỄN PHÍ!', 'type': None}, {'amenity': '2 giường đôi', 'type': 'bed'}]"
